,AAPL,AAPL,AAPL,AAPL,GPRO,GPRO,GPRO,GPRO,EURUSD,EURUSD,EURUSD,EURUSD,USDJPY,USDJPY,USDJPY,USDJPY,EURJPY,EURJPY,EURJPY,EURJPY
,1s,1s,1min,1min,1s,1s,1min,1min,1s,1s,1min,1min,1s,1s,1min,1min,1s,1s,1min,1min
,mid_ret,trade_ret,mid_ret,trade_ret,mid_ret,trade_ret,mid_ret,trade_ret,mid_ret,trade_ret,mid_ret,trade_ret,mid_ret,trade_ret,mid_ret,trade_ret,mid_ret,trade_ret,mid_ret,trade_ret
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.06260398362529146,0.03691799048400678,0.10526771870700548,0.07829750374232125,0.015236900022159005,0.07175744981906992,0.014719789785490316,0.044230291756768264,0.01966222921136056,-0.02105169830606985,0.011190466225663444,-0.005224886322391264,0.034562202173955524,-0.01323089670322649,0.004109662042334278,-0.003358139120307198,0.046407500236728655,0.014654791008246067,-0.1770945923640489,-0.14874542914136218
2,0.032693383579280574,0.012874275842917619,-0.045362239981758194,-0.041760052387978815,0.03225749494105873,0.02606460737188179,0.01940505524379737,0.09319268776529165,0.0548930694182064,0.016664613602080255,0.0038713863167579438,-0.011936515313636112,0.05097829107697318,0.00449664680117456,-0.0824267860589322,-0.09955979857821579,0.02112345113690521,0.001446248167568766,-0.004587069106419944,-0.05629809122591325
3,0.028428284901967284,0.014781180721058516,-0.023361668734448088,-0.01072233661785835,-0.011035919629781779,0.005122041701893318,-0.05168148517315112,-0.1449627261002366,0.03149747896752717,0.028356728777198283,0.05437346240139004,0.069171171102974,0.024864294209415664,0.0042467541867166475,0.13094412881553827,0.12782021032786667,0.005579803182128539,0.009836329840058097,0.028863259983485795,0.003676339485564738
4,0.011448719423962826,0.01531407939401107,0.04155704252460949,0.025390990158291476,0.03369088737403656,0.020156129153798698,0.07288078605055026,0.09821709041064915,0.039998921191920535,0.03064747366292352,0.010476245279829152,-0.0032037671314811117,0.03670002337878613,0.03527143813376475,-0.02098022196143884,-0.019994058020800957,0.0040841071410093925,0.02538997131772825,-0.022265078156464096,0.062426947533067725
5,-0.019008059427424142,-0.014945467496679547,-0.006957049046867082,-0.0063939948747586284,0.005353820494536797,0.016753046648156352,0.022482326509497347,0.03212362128949427,-0.008815714916691097,-0.016241520110811043,0.08595711699591012,0.09932197528350527,0.01654145307293287,0.014477882387784793,-0.00116033366585489,-0.006713881676732602,-0.0011287489129864665,-0.0023441105191667837,-0.09692119675131997,-0.10416545000190562
6,-0.022009896835196423,-0.019373742782927212,-0.14661008612261836,-0.13348835155369787,-0.00641924628651882,0.0007269726648000407,0.04403464914683021,0.09252764597104972,0.00920087160873349,0.017848964955647327,0.007724304920947769,0.008674183543977825,0.033724659552745166,0.017582734134141242,0.07255516089384353,0.06667538893865063,-0.006936014691325939,-0.01765152976185517,0.08587645832459667,-0.0397303251457366
7,-0.01727273691861092,-0.013963926722668517,0.016352752970569803,0.015531200063147555,-0.028604534802425762,-0.018547297318389108,-0.11094510629440543,-0.11935909081111934,-0.012010465486029234,-0.006561323926708784,-0.07907501913149312,-0.08175095306984595,0.010769168738739569,-0.011918890418044475,-0.09797016875445613,-0.09480359617155276,-0.017247592549503074,-0.011172419419155729,-0.0038838867088961558,0.10423624515736829
8,-0.017954660572636696,-0.010580817383356087,0.03506078670538735,0.027942306764225502,-0.008417541745664546,0.000993521979895895,0.05641324201396323,0.05843025429404323,-0.0018159332829403524,-0.02747959178002097,0.09090476556445909,0.09861197810870569,0.049156908629749786,0.04266760038153599,0.013147261386929123,0.046205751035147506,-0.010822222187646993,-0.011810051473777611,-0.0156864811138578,-0.00893557876580172
9,-0.0027602109747512124,-0.012085898810211987,0.019926931091949696,0.013236261147194466,-0.021657810907637656,0.0006880992546583472,0.034928058384228286,-0.006207186065229199,-0.016184683983045085,-0.010911779736810746,0.0026382515042973837,0.0010464626195700372,0.02169204511591268,0.011699800464421916,0.06103664497925832,0.061933982897932366,-4.840939288578545e-06,-0.0027583487300089273,0.006818535189050415,-0.027026881711646668
10,-0.004508704304118684,-0.003284616639094452,0.05310971769851817,0.06099547458207761,-0.0020973722918582348,-0.0012806628263759858,-0.0934722905154789,-0.09137721094548584,-0.01174699805667089,-0.014443397634123901,-0.06666152253975015,-0.059373471836371164,-0.005160938855793857,-0.003952130705699218,0.027413888162874676,0.0067290359562113405,-0.009406289470458929,-0.006155240858071364,-0.06939603927027488,-0.07267870462411681
